person_id,full_name,first_name,last_name,title,seniority,company_name,company_linkedin_url,person_linkedin_url,email_guess,location_country,location_city,years_in_role,profile_summary
e37fd0c2c30c,Geza Csank,Geza,Csank,"Director, Member Services",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/gcsank,,United States,,,"Director, Member Services at Personify Health | A dedicated, results-focused leader and manager with significant contributions to the growth and success of an innovative loyalty services company and health awareness tech company. Key strengths include:\r\rTeam Leadership: \rExperience building, motivating, energizing, high-performance teams of up to 25 employees in critical 24x7 service environments that handled 5000 inbound calls monthly.\r\rCustomer Service:\rDemonstrated ability to provide ex"
7a619997fca9,Heather Lucchese,Heather,Lucchese,Director of Retail | Tonal | Remote,Director,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/heather-lucchese,,United States,,,"Strategic Retail Leader | Driving Growth, Market Expansion & CX Excellence | P&L Management and Talent Development | I'm an accomplished retail executive with 17+ years of success leading multi-unit operations, driving multi-million-dollar revenue growth, and building high-performing teams for national brands. I thrive at the intersection of strategy and execution - transforming customer experiences, and accelerating market expansion.\r\rCore Strengths:\r-Retail strategy & market expansion\r-P&L"
82503bfa6c34,Hannah Jurich (Wojcik),Hannah,Jurich (Wojcik),"Director, Enterprise Sales",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/hannahwojcik,,United States,,,"Director, Enterprise Sales at Personify Health | Strategic sales professional with a concentrated background in the health care industry, specifically employer-sponsored health and wellness benefits. Professional experience in employer, broker, consultant, and health plan relationships. Aggressive, enthusiastic, and relationship-focused, I'm focused on staying ahead of the rapidly changing health care environment."
f9ecc4ffb11b,Kristina Bourke,Kristina,Bourke,"President & General Manager, TPA",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/kristina-bourke-95b27362,,United States,,,"President & GM, TPA, Personify Health"
9850b3bdb43c,Alex Panetta,Alex,Panetta,Senior Manager Data & AI,Manager,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/panettaalex,,United States,,,"Experienced Engineering Leader | Senior Software & Data Engineering Manager | Driving Teams to Success in Tech Innovation | Experienced Engineering Manager | Software Engineering | Data Engineering | Full Stack Development | Global Leadership\r\r👋 Hi, I'm Alex Panetta, an accomplished engineering manager with a proven track record of over a decade in software engineering. I am passionate about developing innovative web and mobile applications that drive meaningful impact.\r\r💼 Leadership Experie"
7f7b31fea81f,Tanya O'Rourke,Tanya,O'Rourke,Senior Director of Plan Configuration and Documentation,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/tanya-orourke,,United States,,,"Senior Director, Health Plan Operations | Claims, Appeals & Operations Leadership | Team Development • Operational Excellence • Healthcare Systems & Process Optimization | I am a healthcare operations leader passionate about building strong teams, improving systems, and helping organizations deliver exceptional service to their members and clients. Throughout my career, I’ve focused on leading people to achieve more than they thought possible while creating operational environments where teams t"
d42600ea1b76,Jonny Arakelian,Jonny,Arakelian,Co-Founder and Vice President of Operations,C-Level,Ladder,https://www.linkedin.com/company/joinladder,https://www.linkedin.com/in/jonny-arakelian-409a7961,,United States,,,Co-Founder and Vice President of Operations at Ladder | https://teams.joinladder.com/
53f28f6cc17d,Jesse Duprey,Jesse,Duprey,"Vice President, Member Services",C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/jesseduprey,,United States,,,"Vice President, Member Services at Personify Health | I am a customer-centric leader of Service and Support organizations.  I empower teams, driving engagement to realize a balance of customer satisfaction and shareholder return.\r\rMy career path has been thoughtfully planned to allow for a true understanding of the technologies, employees, and organizations I lead. I began my career as a Software Engineer where I gained an appreciation for the technology behind the financials of the business.\"
223b56168849,Leana Balasco,Leana,Balasco,Vice President of Commercial Operations,C-Level,NOISE: Virta Health,https://www.linkedin.com/company/virta-health,https://www.linkedin.com/in/leanabalasco,,United States,,,"VP, Commercial Operations | Revenue Operations & GTM Strategy Leader | Scaling SaaS & Healthcare Organizations | Commercial Operations executive with a track record of scaling revenue organizations across SaaS, wellbeing, and healthcare administration environments.\rI specialize in turning fragmented commercial processes into scalable operating models through revenue operations strategy, analytics, systems optimization, and cross-functional alignment.\rOver the course of my career, I’ve led oper"
ca094826f175,Aldrich Rigon,Aldrich,Rigon,Manager,Manager,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/aldrich-rigon-72988263,,United States,,,"Manager of Trust Accounting | I’m confident that my skills will be an asset to the goals and accomplishments I choose to strive for . I am hard working and diligent.  I have pride in my work and will not do a job just to get it done.  I’m assertive and resourceful and I find the most efficient and ethical way to complete tasks given to me. \r	I have strong analytic, problem solving and communication skills.  This helps with technical skills including computer knowledge with accounting software a"
339a9874c486,Paul Merrick,Paul,Merrick,Chief Operating Officer,C-Level,Calibrate,https://www.linkedin.com/company/joincalibrate,https://www.linkedin.com/in/paul-merrick-01b74462,,United States,,,"Leader in Scaling Companies and Teams in Healthtech and Digital Health.  Expert in Supply Chain Management, Digital Transformation & Innovation | Expert in accelerating revenue and profit growth through operations and supply chain excellence. Operations leader,  advisor, and consultant with start-ups and global enterprises in Healthtech, Digital Health, Medical Devices, Life Sciences, and Consumer Products.\r\rExtensive experience collaborating with leadership teams and Board of Directors in def"
732ecead02d6,Mandy Baize-Crane,Mandy,Baize-Crane,"Vice President, Head of NordicTrack Brand & GTM",C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/mandybcrane,,United States,,,"VP, Head of NordicTrack Brand & GTM | End-to-end Commercial and Marketing leader with 12+ years of experience building and scaling businesses across Fortune 500 and high-growth technology companies. I have driven more than $350M in revenue and profit expansion by driving consumer-led strategies, portfolio innovation, and end-to-end go-to-market execution across CPG, SaaS, energy, and smart home ecosystems.\r\rI have operated at the intersection of general management, brand, product, and commerci"
b05e1d4aaf2f,Derrick Anene,Derrick,Anene,Principal Product Manager,Manager,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/derrickanene,,United States,,,"Principal Product Manager | Digital Health & Consumer Apps | UX Design | AI | 12 Years Building Products for Patients, Clinicians & Consumers | With 12+ years in product management, I've built and scaled digital products across the full spectrum of healthcare and consumer audiences, from patients and clinicians to claims representatives, customer service teams, and enterprise staff. \r\rOver the course of my career I've taken 5 products from scratch to launch and managed a portfolio of around 5 "
4febd47c184c,Kelly Hodapp,Kelly,Hodapp,Director of Technical Support,Director,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/kelly-hodapp-a9aa9069,,United States,,,Director of Technical Support at MyFitnessPal
6d3dc460665e,A.J. Cosenza,A.J.,Cosenza,Regional Vice President of Sales,C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/a-j-cosenza-3a80096a,,United States,,,Regional Vice President of Sales at Personify Health (formerly Virgin Pulse)
623fc6231160,Katherine Gauthier,Katherine,Gauthier,Subscription Winback Manager,Manager,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/katherinegauthier,,United States,,,"Subscription, Retention and Lifecycle Marketing Strategy"
a402393df4a2,Tiff Blake,Tiff,Blake,"Executive Business Partner to CEO, CPCO & CFO",C-Level,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/tiff-blake-7b657871,,United States,,,"Executive Business Partner to CEO, CPCO & CFO"
d60a44cc11e8,Jennifer Clark,Jennifer,Clark,VP of Human Resources,VP,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/jennifer-clark-b0924a71,,United States,,,VP of Human Resources at iFIT
cedb56d33436,Amy FosterDavis,Amy,FosterDavis,Owner,Founder/Owner,Echelon,,https://www.linkedin.com/in/amy-fosterdavis-89aaa331,,United States,,,Interior Designer
0042a7df778c,Elise Marx,Elise,Marx,Sr Strategic Sales Director - Integrated Benefits - Business Development,Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/elisesegar,,United States,,,"Scaling Employee Benefits with Strategy, Data, & Heart | Senior Director, Strategic Sales | TPA & Wellbeing Growth | $100M+ Pipeline Leadership | GTM Strategy | Team Development"
5bd940ca3eb2,Ryan Dunkley,Ryan,Dunkley,Vice President of Key Accounts,C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/ryan-dunkley,,United States,,,"VP Direct to Consumer @ iFIT  |  Revenue Growth  |  People-Centric Leader  |  Strategic Partnerships  |  Thought Leadership | I’m a sales executive with a background in both direct-to-consumer and outside B2B sales, currently leading national key account growth as VP of Key Accounts at Freemotion Fitness. I specialize in helping gyms, hotels, and luxury properties elevate their fitness offerings through a combination of world-class equipment and immersive workout experiences powered by iFIT.\r\r"
3d581dcd825f,Prasad Chintamaneni,Prasad,Chintamaneni,Managing Partner and Co-Founder,Founder/Owner,NOISE: Recursion Partners,https://www.linkedin.com/company/recursionpartners,https://www.linkedin.com/in/prasad-chintamaneni-a412001,,United States,,,"Managing Partner - Recursion: Investing in category-defining AI-enabled services platforms | Prasad Chintamaneni is the Managing Partner and Co-Founder of Recursion. Recursion Partners backs exceptional teams building vertical AI-enabled services platforms—businesses that combine applied AI, deep customer ownership, and strategic M&A to deliver outcomes for clients.\r\rPrasad is also a Senior Advisor to New Mountain Capital. He helps the firm’s investment efforts in digital transformation. He cu"
8f4d84c44722,Isabel Vorster,Isabel,Vorster,"Senior Director, Client Success",Director,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/isabel-vorster,,United States,,,"Leader of High Performing teams | 25+ years in Health & Wellbeing | Innovative, enthusiastic leader with 25+ years of experience creating and cultivating a culture of health and wellbeing, resulting in optimal performance and workforce productivity. Accomplished in corporate wellness program management and leadership. Ability to coach and motivate employees to be trusted advisors and achieve business goals. Draw on excellent communication skills to quickly establish positive rapport with all key"
f3d2f082a957,Mike L.,Mike,L.,Manager,Manager,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/mike-l-6323951,,United States,,,Manager at Virgin Pulse
25e3617b76d5,Mark Pemberton,Mark,Pemberton,"Senior Director, Information Technology",Director,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/mark-pemberton-7a243a1,,United States,,,"Senior Director of Information Technology | Vice President | AI Strategist | Infrastructure | Cloud & Platform Strategy | Global Operations | Fitness | Manufacturing | Technology Leadership | AI Implementation | I lead global IT, A.I. and cloud platforms for a consumer technology company operating at scale, supporting teams and customers across North America, Latin America, Europe, and Asia.My focus is building durable, secure, and cost-effective platforms that allow the business to move faster "
49afbff04b15,Christopher Cotton,Christopher,Cotton,Director of Engineering,Director,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/christopher-cotton-2379,,United States,,,"Director of Engineering at Hydrow, Inc. | Specialties: CTO, strategic technology planning, wireless platforms, gaming platforms"
38af3d735021,Matt Holford,Matt,Holford,VP of Engineering,VP,MyFitnessPal,https://www.linkedin.com/company/myfitnesspal,https://www.linkedin.com/in/mattholford,,United States,,,"VP of Engineering at MyFitnessPal | Over twenty years of leadership in software engineering, technology strategy, and culture. People specialties: Engineering and Product management, recruiting and retention, diversifying teams, doing hard things on a humane schedule. Technical specialties: Pragmatic architecture, content management, messaging, commerce, scalable systems. Nonprofit board member, startup advisor.\r\rClients and partners have included Nike, MTV, PUMA, Sony, The Innocence Project, "
a07975c39c57,Manuel Rosso,Manuel,Rosso,President / Chief Commercial Officer,C-Level,Hydrow,https://www.linkedin.com/company/hydrow,https://www.linkedin.com/in/manuelrosso,,United States,,,"President / Chief Revenue Officer | I am an operator focused on helping consumer and technology businesses improve performance, typically in moments where growth, cost structure, or organizational focus need to be reset.\r\rI have led marketing, product, sales, and operations functions across companies ranging from early-stage startups to large enterprises, with responsibility for how the business performs day to day. My work is often centered on bringing discipline to go-to-market, aligning tea"
9e4d7db93983,James Waldrop,James,Waldrop,"VP, Software",VP,Tonal,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/in/jawaldrop,,United States,,,"Engineering Leader | Careers are pretty hard to summarize, ya know?"
04834359d0e8,"Sunil Karkera, CPA, CA",Sunil,"Karkera, CPA, CA",Chief Accounting Officer,C-Level,Personify Health,https://www.linkedin.com/company/personify-health,https://www.linkedin.com/in/sunil-karkera-cpa-ca-b12775,,United States,,,"Chief Accounting Officer at Personify | A seasoned, team and result-oriented finance professional, who constantly demonstrated quality in every aspect of work, strong financial acumen, emotional intelligence and general management competencies with a highly successful and diverse financial management track record.\r\rQualified as a Professional Accountant (USA, Canada & India) with three decades of global professional and progressively responsible career, comprising CFO with NYSE listed oil and "
dc001ab4d265,Kevin Duffy,Kevin,Duffy,CEO & Board Member,C-Level,iFIT,https://www.linkedin.com/company/ifit---fitness-technology,https://www.linkedin.com/in/kevin-duffy-65078,,United States,,,"CEO and Board Member of iFIT | My grandpa gave me a trumpet when I was 6 years old and insisted I call him every night to practice. The majors and minors pumped in his veins over that telephone line as I played, and we held this routine well into my teens. In high school, I also developed a passion for football and applied that same sense of discipline I found through music to athletics. Though I never had the talent to make it as a musician or play professional sports, music, and football ingra"
0f4927579e5b,Matt Krokosz,Matt,Krokosz,Chief Technology Officer,C-Level,Calibrate,https://www.linkedin.com/company/joincalibrate,https://www.linkedin.com/in/mattkrokosz,,United States,,,"Engineering Executive | CTO | AI Transformation Leader · Scaling Global B2B & B2C SaaS Platforms · Applied AI, Agentic Systems & Cloud-Native Architecture"
